overflow_key,company_slug,offline_start_utc,offline_end_utc,offline_end_source,first_observed_utc,last_observed_utc
anglian:AWS00505,anglian,2026-08-30T15:00:59Z,2026-08-30T15:00:59Z,feed,2026-09-22T08:50:24Z,2026-09-22T09:30:30Z
anglian:AWS00556,anglian,2026-08-27T10:45:29Z,2026-08-27T10:45:29Z,feed,2026-09-17T11:32:49Z,2026-09-18T10:30:40Z
anglian:AWS00567,anglian,2026-08-30T23:00:12Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
anglian:AWS00569,anglian,2026-08-29T19:30:26Z,2026-08-29T19:30:26Z,feed,2026-09-22T08:30:30Z,2026-09-22T08:50:24Z
anglian:AWS00570,anglian,2026-08-27T14:31:19Z,2026-08-27T14:31:19Z,feed,2026-09-22T14:10:21Z,2026-09-22T14:30:31Z
anglian:AWS00570,anglian,2026-08-27T14:31:19Z,2026-08-27T14:31:19Z,feed,2026-09-22T20:10:23Z,2026-09-22T20:30:28Z
anglian:AWS00580,anglian,2026-08-27T13:46:39Z,2026-08-27T13:46:39Z,feed,2026-09-22T18:30:24Z,2026-09-22T18:50:24Z
anglian:AWS00588,anglian,2026-08-27T14:45:07Z,2026-08-27T14:45:07Z,feed,2026-09-18T23:34:35Z,2026-09-19T00:41:02Z
anglian:AWS00588,anglian,2026-08-27T14:45:07Z,2026-08-27T14:45:07Z,feed,2026-09-21T19:50:23Z,2026-09-21T20:10:21Z
anglian:AWS00588,anglian,2026-08-27T14:45:07Z,2026-08-27T14:45:07Z,feed,2026-09-22T21:10:19Z,2026-09-22T21:31:03Z
anglian:AWS00591,anglian,2026-08-30T21:30:46Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
anglian:AWS00609,anglian,2026-08-29T13:01:44Z,2026-08-29T13:01:44Z,feed,2026-09-22T01:30:32Z,2026-09-22T02:30:25Z
anglian:AWS00618,anglian,2026-08-27T16:00:55Z,2026-08-27T16:00:55Z,feed,2026-09-21T21:10:24Z,2026-09-21T21:50:25Z
anglian:AWS00723,anglian,2026-08-31T00:00:37Z,2026-08-31T00:00:37Z,feed,2026-09-22T08:30:30Z,2026-09-22T08:50:24Z
anglian:AWS00724,anglian,2026-08-31T00:00:37Z,2026-08-31T00:00:37Z,feed,2026-09-22T08:30:30Z,2026-09-22T08:50:24Z
anglian:AWS00735,anglian,2026-08-27T23:11:09Z,2026-08-27T23:11:09Z,feed,2026-09-22T12:50:27Z,2026-09-22T13:10:25Z
anglian:AWS00747,anglian,2026-08-27T18:40:13Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
anglian:AWS00762,anglian,2026-08-29T19:00:35Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
anglian:AWS00777,anglian,2026-08-28T00:31:08Z,2026-08-28T00:31:08Z,feed,2026-09-22T18:50:24Z,2026-09-22T21:50:26Z
anglian:AWS00797,anglian,2026-08-29T19:30:12Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-17T00:49:00Z,2026-09-17T13:51:58Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-17T15:38:08Z,2026-09-17T22:57:48Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-17T23:18:07Z,2026-09-18T01:08:26Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-18T01:18:34Z,2026-09-18T02:18:27Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-18T05:53:28Z,2026-09-18T17:51:51Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-18T18:12:18Z,2026-09-18T18:32:37Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-18T20:31:36Z,2026-09-18T22:53:52Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-18T23:14:14Z,2026-09-19T00:51:12Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-19T01:21:43Z,2026-09-19T13:50:38Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-19T14:10:57Z,2026-09-19T18:51:03Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-19T19:11:25Z,2026-09-19T21:56:55Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-19T23:12:50Z,2026-09-20T01:35:03Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-20T01:55:24Z,2026-09-20T11:50:51Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-20T12:11:07Z,2026-09-20T15:14:32Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-20T15:34:48Z,2026-09-20T18:36:10Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-20T20:17:07Z,2026-09-20T20:57:47Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-20T22:32:03Z,2026-09-20T22:52:22Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-20T23:12:39Z,2026-09-21T00:48:52Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-21T01:19:23Z,2026-09-21T02:50:21Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-21T03:10:20Z,2026-09-21T04:20:20Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-21T04:30:30Z,2026-09-21T05:30:21Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-21T06:20:25Z,2026-09-21T07:00:25Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-21T07:20:21Z,2026-09-21T08:50:23Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-21T09:30:27Z,2026-09-21T10:30:29Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-21T10:50:19Z,2026-09-21T11:50:23Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-21T12:10:25Z,2026-09-21T12:30:31Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-21T12:50:20Z,2026-09-21T13:30:27Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-21T14:40:24Z,2026-09-21T18:10:38Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-21T18:50:28Z,2026-09-21T19:30:27Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-21T19:50:23Z,2026-09-21T22:10:22Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-21T22:30:27Z,2026-09-21T22:50:24Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-21T23:30:28Z,2026-09-22T01:20:24Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-22T01:30:32Z,2026-09-22T03:20:25Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-22T03:30:23Z,2026-09-22T03:51:01Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-22T04:30:27Z,2026-09-22T06:30:24Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-22T07:00:30Z,2026-09-22T07:30:25Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-22T07:50:23Z,2026-09-22T08:30:30Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-22T09:20:27Z,2026-09-22T10:50:26Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-22T11:50:23Z,2026-09-22T12:10:36Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-22T12:30:34Z,2026-09-22T13:30:35Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-22T14:20:21Z,2026-09-22T15:30:30Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-22T16:10:25Z,2026-09-22T18:30:24Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-22T18:50:24Z,2026-09-22T19:10:27Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-22T19:50:26Z,2026-09-22T20:30:28Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,2026-08-29T15:15:10Z,feed,2026-09-22T20:50:22Z,2026-09-22T21:31:03Z
anglian:AWS00801,anglian,2026-08-29T15:15:10Z,,,2026-09-22T21:50:26Z,2026-09-22T21:50:26Z
anglian:AWS00851,anglian,2026-08-27T14:45:09Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
anglian:AWS00866,anglian,2026-08-19T06:15:52Z,2026-08-19T06:15:52Z,feed,2026-09-21T20:10:21Z,2026-09-21T20:30:29Z
anglian:AWS00866,anglian,2026-08-19T06:15:52Z,2026-08-19T06:15:52Z,feed,2026-09-22T02:50:22Z,2026-09-22T03:20:25Z
anglian:AWS00897,anglian,2026-08-27T11:15:56Z,2026-08-27T11:15:56Z,feed,2026-09-18T17:51:51Z,2026-09-18T18:12:18Z
anglian:AWS00897,anglian,2026-08-27T11:15:56Z,2026-08-27T11:15:56Z,feed,2026-09-20T22:32:03Z,2026-09-20T22:52:22Z
anglian:AWS00897,anglian,2026-08-27T11:15:56Z,2026-08-27T11:15:56Z,feed,2026-09-21T20:50:20Z,2026-09-21T21:30:23Z
anglian:AWS00897,anglian,2026-08-27T11:15:56Z,2026-08-27T11:15:56Z,feed,2026-09-22T06:30:24Z,2026-09-22T07:00:30Z
anglian:AWS00931,anglian,2026-08-29T17:45:54Z,2026-08-29T17:45:54Z,feed,2026-09-22T08:30:30Z,2026-09-22T08:50:24Z
anglian:AWS00991,anglian,2026-08-27T11:30:25Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
anglian:AWS01001,anglian,2026-08-30T00:30:34Z,2026-08-30T00:30:34Z,feed,2026-09-19T13:20:07Z,2026-09-19T13:30:17Z
anglian:AWS01046,anglian,2026-08-29T12:46:25Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
anglian:AWS01145,anglian,2026-08-27T14:46:54Z,2026-08-27T14:46:54Z,feed,2026-09-22T08:30:30Z,2026-09-22T08:50:24Z
anglian:AWS01272,anglian,2026-08-27T10:01:10Z,2026-08-27T10:01:10Z,feed,2026-09-22T07:15:13Z,2026-09-22T07:50:23Z
anglian:AWS01289,anglian,2026-08-19T09:16:15Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
anglian:AWS01385,anglian,2026-08-31T02:01:35Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
anglian:AWS01411,anglian,2026-08-23T05:31:03Z,2026-08-23T05:31:03Z,feed,2026-09-19T09:29:34Z,2026-09-19T10:00:07Z
anglian:AWS01411,anglian,2026-08-23T05:31:03Z,2026-08-23T05:31:03Z,feed,2026-09-21T15:20:30Z,2026-09-21T15:50:25Z
anglian:AWS01436,anglian,2026-08-13T12:22:07Z,2026-08-13T12:22:07Z,feed,2026-09-22T12:00:29Z,2026-09-22T12:20:26Z
anglian:AWS01463,anglian,2026-08-27T14:13:51Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
anglian:AWS01464,anglian,2026-08-14T05:28:09Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
anglian:AWS01475,anglian,2026-08-19T08:31:20Z,2026-08-19T08:31:20Z,feed,2026-09-22T17:50:23Z,2026-09-22T18:30:24Z
anglian:AWS01511,anglian,2026-08-29T21:15:51Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
anglian:AWS01552,anglian,2026-08-19T20:28:40Z,2026-08-19T20:28:40Z,feed,2026-09-22T08:40:23Z,2026-09-22T09:01:09Z
anglian:AWS01576,anglian,2026-08-27T10:03:54Z,2026-08-27T10:03:54Z,feed,2026-09-19T13:20:07Z,2026-09-19T13:50:38Z
northumbrian:NWL00210,northumbrian,2026-08-08T03:00:00Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
northumbrian:NWL00246,northumbrian,2026-08-18T01:25:00Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
northumbrian:NWL00315,northumbrian,2026-08-27T02:14:34Z,2026-05-19T14:55:59Z,feed,2026-09-17T00:49:00Z,2026-09-22T09:30:30Z
northumbrian:NWL00384,northumbrian,2026-08-12T08:30:01Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
northumbrian:NWL00654,northumbrian,2026-08-20T03:10:36Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
northumbrian:NWL00744,northumbrian,2026-08-24T07:58:00Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
northumbrian:NWL00924,northumbrian,2026-08-18T11:28:00Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
northumbrian:NWL01448,northumbrian,2026-08-08T04:01:30Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
severn-trent:SVT02646,severn-trent,2026-08-17T10:56:00Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
south-west:SBB00037,south-west,2026-08-27T13:58:24Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
south-west:SBB00172,south-west,2026-08-31T05:36:00Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
south-west:SBB00395,south-west,2026-08-24T14:05:45Z,2026-09-17T07:25:30Z,feed,2026-09-17T00:49:00Z,2026-09-22T10:10:27Z
south-west:SBB00420,south-west,2026-08-17T07:59:49Z,2026-09-08T10:57:01Z,feed,2026-09-17T00:49:00Z,2026-09-22T10:10:27Z
south-west:SBB00478,south-west,2026-08-27T10:50:19Z,2026-09-21T16:46:05Z,feed,2026-09-17T00:49:00Z,2026-09-22T09:01:09Z
thames:TWL00451,thames,2026-08-24T18:00:00Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
thames:TWL00489,thames,2026-08-06T14:22:00Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
thames:TWL00544,thames,2026-08-13T15:00:00Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
thames:TWL00619,thames,2026-08-26T20:00:00Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
thames:TWL00648,thames,2026-08-20T10:42:00Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
yorkshire:YWS00049,yorkshire,2026-08-02T07:49:33Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
yorkshire:YWS00121,yorkshire,2026-08-18T08:09:26Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
yorkshire:YWS00746,yorkshire,2026-08-30T08:45:57Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
yorkshire:YWS01610,yorkshire,2026-08-24T02:45:03Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
yorkshire:YWS01706,yorkshire,2026-08-22T00:07:31Z,2026-08-21T16:30:00Z,feed,2026-09-17T00:49:00Z,2026-09-22T09:10:24Z
yorkshire:YWS02276,yorkshire,2026-08-30T08:45:57Z,,,2026-09-17T00:49:00Z,2026-09-17T00:49:00Z
